法	法	fǎ	Law	法: variant of 法; France  / French  / abbr. for 法國｜法国 / Taiwan pr. [Fa4]; law  / method  / way  / to emulate  / (Buddhism) dharma  / (abbr. for 法家) the Legalists  / (physics) farad (abbr. for 法拉); old variant of 法 / law; "water" radical in Chinese characters (Kangxi radical 85), occurring in 沒｜没, 法, 流 etc  / see also 三點水｜三点水; the Three Precious Treasures of Buddhism, namely: the Buddha 佛, the Dharma 法 (his teaching), and the Sangha 僧 (his monastic order); various sages  / refers to the classical schools of thought, e.g. Confucianism 儒 represented by Confucius 孔子 and Mencius 孟子, Daoism 道 by Laozi 老子 and Zhuangzi 莊子｜庄子, Mohism 墨 by Mozi 墨子, Legalism 法 by Sunzi 孫子｜孙子 and Han Feizi 韓非子｜韩非子, and numerous others; old variant of 法 / law; various sages and ten schools of thought  / refers to the classical schools of thought, e.g. Confucianism 儒 represented by Confucius 孔子 and Mencius 孟子, Daoism 道 by Laozi 老子 and Zhuangzi 莊子｜庄子, Mohism 墨 by Mozi 墨子, Legalism 法 by Sunzi 孫子｜孙子 and Han Feizi 韓非子｜韩非子, and numerous others; lit. like a monk holding an umbrella — no hair, no sky (idiom) (punning on 髮｜发 vs 法)  / fig. defying the law and the principles of heaven  / lawless	HSK5 missing words
季	季	jì	season	季: surname Ji; season  / the last month of a season  / fourth or youngest amongst brothers  / classifier for seasonal crop yields	HSK5 missing words
玩笑	玩笑	wánxiào	joke	玩笑: to joke  / joke  / jest	HSK5 missing words
小子	小子	xiǎozi	Little boy	小子: (literary) youngster  / (old) young fellow (term of address used by the older generation)  / (old) I, me (used in speaking to one's elders); (coll.) boy  / (derog.) joker  / guy  / (despicable) fellow	HSK5 missing words
强	強	qiáng	powerful	强: surname Qiang; stubborn  / unyielding; strong  / powerful  / better  / slightly more than  / vigorous  / violent  / best in their category, e.g. see 百強｜百强; to force  / to compel  / to strive  / to make an effort; variant of 強｜强; variant of 強｜强; variant of 強｜强; variant of 強｜强, stubborn  / obstinate  / tenacious  / unbending  / pig-headed	HSK5 missing words
特	特	tè	special	特: special  / unique  / distinguished  / especially  / unusual  / very  / abbr. for 特克斯, tex; tex, unit of fiber density (textiles) (loanword)  / abbr. to 特	HSK5 missing words
男孩	男孩	nánhái	boy	男孩: boy  / CL: 個｜个; erhua variant of 男孩	HSK5 missing words
伤	傷	shāng	hurt	伤: to injure  / injury  / wound	HSK5 missing words
怪	怪	guài	Strange	怪: bewildering  / odd  / strange  / uncanny  / devil  / monster  / to wonder at  / to blame  / quite  / rather; variant of 怪	HSK5 missing words
美元	美元	měiyuán	Dollar	美元: American dollar  / US dollar	HSK5 missing words
想法	想法	xiǎngfǎ	idea	想法: way of thinking  / opinion  / notion  / to think of a way (to do sth)  / CL: 個｜个	HSK5 missing words
纽约	紐約	niǔyuē	New York	纽约: New York	HSK5 missing words
身	身	shēn	Body	身: perspiration  / sweat  / CL: 滴, 頭｜头, 身 / to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection); dress  / clothing  / costume  / clothes  / CL: 身; body  / life  / oneself  / personally  / one's morality and conduct  / the main part of a structure or body  / pregnant  / classifier for sets of clothes: suit, twinset  / Kangxi radical 158; wedding dress  / CL: 身	HSK5 missing words
作	作	zuò	do	作: worker  / workshop  / (slang) troublesome  / high-maintenance (person); to do  / to grow  / to write or compose  / to pretend  / to regard as  / to feel  / writings or works	HSK5 missing words
大学	大學	dàxué	the University	大学: the Great Learning, one of the Four Books 四書｜四书 in Confucianism; university  / college  / CL: 所; Four Books, namely: the Great Learning 大學｜大学, the Doctrine of the Mean 中庸, the Analects of Confucius 論語｜论语, and Mencius 孟子; Zeng Shen (505-435 BC), a.k.a. 曾子, student of Confucius, presumed editor or author of Confucian classic the Great Learning 大學｜大学; Zengzi (505-435 BC), student of Confucius, presumed editor or author of Confucian classic the Great Learning 大學｜大学	HSK5 missing words
加油	加油	jiāyóu	come on	加油: to add oil  / to top up with gas  / to refuel  / to accelerate  / to step on the gas  / (fig.) to make an extra effort  / to cheer sb on; oil spill  / oil leak  / (fig.) boo! (opposite of 加油)	HSK5 missing words
怕	怕	pà	afraid	怕: surname Pa; to be afraid  / to fear  / to dread  / to be unable to endure  / perhaps	HSK5 missing words
多久	多久	duōjiǔ	how long	多久: (of time) how long?  / (not) a long time	HSK5 missing words
记	記	jì	remember	记: to record  / to note  / to memorize  / to remember  / mark  / sign  / classifier for blows, kicks, shots; a slap on the face  / CL: 記｜记	HSK5 missing words
开枪	開槍	kāiqiāng	shot	开枪: to open fire  / to shoot a gun	HSK5 missing words
声	聲	shēng	voice	声: sound  / voice  / tone  / noise  / reputation  / classifier for sounds; to give a hollow laugh  / to force a smile  / forced laugh  / CL: 聲｜声; bark  / CL: 聲｜声 / to bark	HSK5 missing words
集	集	jí	set	集: encyclopedia  / CL: 本, 集; to gather  / to collect  / collected works  / classifier for sections of a TV series etc: episode; the four book depositories, namely: classics 經｜经, history 史, philosophy 子, belles-lettres 集; variant of 集; the Four Noble Truths (Budd.), namely: all life is suffering 苦, the cause of suffering is desire 集, emancipation comes only by eliminating passions 滅｜灭, the way 道 to emancipation is the Eight-fold Noble Way 八正道 / also called 四諦｜四谛; the Four Noble Truths (Budd.), covered by the acronym 苦集滅道｜苦集灭道: all life is suffering 苦, the cause of suffering is desire 集, emancipation comes only by eliminating passions 滅｜灭, the way 道 to emancipation is the Eight-fold Noble Way 八正道	HSK5 missing words
店	店	diàn	shop	店: inn  / shop  / store  / CL: 家; "house on a cliff" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc	HSK5 missing words
酷	酷	kù	cool	酷: ruthless  / strong (e.g. of wine)  / (loanword) cool  / hip	HSK5 missing words
付	付	fù	Attached	付: surname Fu; to pay  / to hand over to  / classifier for pairs or sets of things; binoculars  / telescope  / CL: 付, 副, 部	HSK5 missing words
派对	派對	pàiduì	Party	派对: party (loanword)	HSK5 missing words
鬼	鬼	guǐ	ghost	鬼: ghost  / demon  / terrible  / damnable  / clever  / sly  / crafty  / (suffix for sb with a certain vice or addiction etc)  / one of the 28 constellations	HSK5 missing words
犯	犯	fàn	Criminal	犯: to violate  / to offend  / to assault  / criminal  / crime  / to make a mistake  / recurrence (of mistake or sth bad)	HSK5 missing words
祝	祝	zhù	wish	祝: surname Zhu; to wish  / to express good wishes  / to pray  / (old) wizard	HSK5 missing words
耶	耶	yē	yeah	耶: (phonetic ye); interrogative particle (classical); final particle indicating enthusiasm etc	HSK5 missing words
命	命	mìng	life	命: life  / fate  / order or command  / to assign a name, title etc	HSK5 missing words
介意	介意	jièyì	mind	介意: to care about  / to take offense  / to mind	HSK5 missing words
谋杀	謀殺	móushā	murder	谋杀: to murder  / to assassinate  / intentional homicide	HSK5 missing words
藏	藏	cáng	Tibetan	藏: Tibet  / abbr. for Xizang or Tibet Autonomous Region 西藏; to conceal  / to hide away  / to harbor  / to store  / to collect; storehouse  / depository  / Buddhist or Taoist scripture; Tibet Autonomous Region, Tibetan: Bod rang skyong ljongs, abbr. 藏, capital Lhasa 拉薩｜拉萨; old variant of 藏 / old variant of 臟｜脏; Japanese variant of 藏	HSK5 missing words
兴趣	興趣	xìngqù	interest	兴趣: interest (desire to know about sth)  / interest (thing in which one is interested)  / hobby  / CL: 個｜个	HSK5 missing words
替	替	tì	for	替: to substitute for  / to take the place of  / to replace  / for  / on behalf of  / to stand in for	HSK5 missing words
飞	飛	fēi	fly	飞: to fly	HSK5 missing words
气	氣	qì	gas	气: gas  / air  / smell  / weather  / to make angry  / to annoy  / to get angry  / vital energy  / qi; to vaporize  / evaporation  / carburetion  / 氣｜气 transformation in TCM (i.e. transformation of yin yang vital breath)  / unvoicing of voiced consonant; deficiency of 氣｜气 (TCM); (TCM) to rectify 氣｜气; the three energies of Chinese medicine: 精, 氣｜气, and 神; stagnation of 氣｜气 (TCM); intention  / motive  / state of mind  / ambition  / aspiration  / heart 氣｜气 (TCM); variant of 氣｜气, breath  / air  / steam  / gas  / weather  / used in Taoist charms; to course the liver and rectify 氣｜气 (TCM); Japanese variant of 氣｜气; reverse flow of 氣｜气 (TCM); collapse of 氣｜气 (TCM); (TCM) to rectify 氣｜气 and transform phlegm; to harmonize the stomach and rectify qi 氣｜气 (Chinese medicine); suction cup (used in Chinese medicine to draw the blood and qi 氣｜气)  / detachable suction chimney to make a stove draw	HSK5 missing words
小孩	小孩	xiǎohái	Child	小孩: child  / CL: 個｜个; erhua variant of 小孩	HSK5 missing words
毁	毀	huǐ	destroy	毁: to destroy  / to damage  / to ruin  / to defame  / to slander; variant of 毀｜毁 / to destroy by fire  / a blaze; variant of 毀｜毁 / to defame  / to slander	HSK5 missing words
晚安	晚安	wǎnān	Good night	晚安: Good night!  / Good evening!	HSK5 missing words
病	病	bìng	sick	病: illness  / CL: 場｜场 / disease  / to fall ill  / defect	HSK5 missing words
线	線	xiàn	Wire	线: sunshine  / CL: 線｜线 / transparent (open to public scrutiny); variant of 線｜线; thread  / string  / wire  / line  / CL: 條｜条, 股, 根 / (after a number) tier (unofficial ranking of a Chinese city)	HSK5 missing words
神	神	shén	god	神: God  / abbr. for 神舟; deity  / soul  / spirit  / unusual  / mysterious  / lively  / expressive  / expression  / look  / CL: 個｜个 / (slang) awesome  / amazing; the three energies of Chinese medicine: 精, 氣｜气, and 神	HSK5 missing words
操	操	cāo	Hold	操: old variant of 操; to grasp  / to hold  / to operate  / to manage  / to control  / to steer  / to exercise  / to drill (practice)  / to play  / to speak (a language); variant of 肏	HSK5 missing words
道	道	dào	road	道: dish (type of food)  / vegetable  / cuisine  / CL: 盤｜盘, 道 / (coll.) (one's) type  / (of one's skills etc) weak  / poor; topic  / problem for discussion  / exam question  / subject  / to inscribe  / to mention  / CL: 個｜个, 道; light  / ray  / CL: 道 / bright  / only  / merely  / to use up; order  / command  / CL: 道, 個｜个; procedure  / CL: 道, 個｜个 / formalities; lightning  / CL: 道; rainbow  / CL: 道; wrinkle  / CL: 道; road  / path  / CL: 條｜条, 股 / principle  / truth  / morality  / reason  / skill  / method  / Dao (of Daoism)  / to say  / to speak  / to talk  / classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process  / (old) circuit (administrative division); river  / CL: 條｜条, 道; river  / CL: 條｜条, 道; city walls  / city  / town  / CL: 座, 道, 個｜个; ditch  / gutter  / groove  / gully  / ravine  / CL: 道; seam  / crack  / narrow slit  / CL: 道; to bend  / bent  / a bend  / a turn (in the road etc)  / CL: 道; checkpoint (for taxation, security etc)  / barrier  / hurdle  / red tape  / CL: 個｜个, 道; light ray  / CL: 條｜条, 道 / light  / illumination  / lighting (for a photograph); crack  / crevice  / CL: 道; defensive line or perimeter  / CL: 道; perimeter wall  / fence  / CL: 道; hand and foot  / movement of limbs  / action  / trick  / step in a procedure (CL:道); paint  / lacquer  / CL: 道 / to paint (furniture, walls etc); fault (geology)  / CL: 道, 個｜个 / (fig.) gap  / rupture (in the transmission of some skill)  / (tomography) cross-sectional; scar  / CL: 道; various sages  / refers to the classical schools of thought, e.g. Confucianism 儒 represented by Confucius 孔子 and Mencius 孟子, Daoism 道 by Laozi 老子 and Zhuangzi 莊子｜庄子, Mohism 墨 by Mozi 墨子, Legalism 法 by Sunzi 孫子｜孙子 and Han Feizi 韓非子｜韩非子, and numerous others; wire netting  / CL: 道; obscure question  / trick exam question  / catch question  / CL: 道; blockade line  / CL: 道; the Four Noble Truths (Budd.), namely: all life is suffering 苦, the cause of suffering is desire 集, emancipation comes only by eliminating passions 滅｜灭, the way 道 to emancipation is the Eight-fold Noble Way 八正道 / also called 四諦｜四谛; the Four Noble Truths (Budd.), covered by the acronym 苦集滅道｜苦集灭道: all life is suffering 苦, the cause of suffering is desire 集, emancipation comes only by eliminating passions 滅｜灭, the way 道 to emancipation is the Eight-fold Noble Way 八正道; old variant of 道; various sages and ten schools of thought  / refers to the classical schools of thought, e.g. Confucianism 儒 represented by Confucius 孔子 and Mencius 孟子, Daoism 道 by Laozi 老子 and Zhuangzi 莊子｜庄子, Mohism 墨 by Mozi 墨子, Legalism 法 by Sunzi 孫子｜孙子 and Han Feizi 韓非子｜韩非子, and numerous others; (Ming and Qing dynasties) daotai (title for an official responsible for supervising a circuit 道), aka taotai and circuit intendant	HSK5 missing words
按	按	àn	according to	按: to press  / to push  / to leave aside or shelve  / to control  / to restrain  / to keep one's hand on  / to check or refer to  / according to  / in the light of  / (of an editor or author) to make a comment	HSK5 missing words
法官	法官	fǎguān	Judge	法官: judge (in court)	HSK5 missing words
自	自	zì	since	自: self  / oneself  / from  / since  / naturally  / surely	HSK5 missing words
局	局	jú	Bureau	局: narrow; office  / situation  / classifier for games: match, set, round etc	HSK5 missing words
眼	眼	yǎn	Eye	眼: eye  / small hole  / crux (of a matter)  / CL: 隻｜只, 雙｜双 / classifier for big hollow things (wells, stoves, pots etc)	HSK5 missing words
记住	記住	jìzhu	remember	记住: to remember  / to bear in mind  / to learn by heart	HSK5 missing words
混	混	hùn	mix	混: confused  / dirty  / to mix  / muddy  / variant of 渾｜浑; to mix  / to mingle  / muddled  / to drift along  / to muddle along  / to pass for  / to get along with sb  / thoughtless  / reckless; edging (of a dress etc)  / old variant of 混	HSK5 missing words
犯罪	犯罪	fànzuì	crime	犯罪: to commit a crime  / crime  / offense	HSK5 missing words
白痴	白痴	báichī	idiot	白痴: idiocy  / idiot	HSK5 missing words
加入	加入	jiārù	join in	加入: to become a member  / to join  / to mix into  / to participate in  / to add in	HSK5 missing words
病人	病人	bìngrén	patient	病人: sick person  / patient  / invalid  / CL: 個｜个	HSK5 missing words
案	案	àn	case	案: (legal) case  / incident  / record  / file  / table	HSK5 missing words
词	詞	cí	word	词: old variant of 詞｜词; word  / statement  / speech  / lyrics  / CL: 組｜组, 個｜个 / a form of lyric poetry, flourishing in the Song dynasty 宋朝 / CL: 首; to resign  / to dismiss  / to decline  / to take leave  / ballad (archaic poetic genre)  / variant of 詞｜词; (literary) to end  / to stop  / one of the stanzas (usually two) of a ci poem 詞｜词 / classifier for songs or ci poems; names of the tunes to which 詞｜词 poems are composed; writer of 詞｜词 (a kind of Classical Chinese poem)  / person of literary talent	HSK5 missing words
尔	爾	ěr	you	尔: variant of 爾｜尔; thus  / so  / like that  / you  / thou; variant of 爾｜尔	HSK5 missing words
超	超	chāo	overtake	超: to exceed  / to overtake  / to surpass  / to transcend  / to pass  / to cross  / ultra-  / super-	HSK5 missing words
笔	筆	bǐ	Pen	笔: coin  / money  / CL: 筆｜笔 / unit of weight, one tenth of a tael 兩｜两; to take in  / income  / revenue  / CL: 筆｜笔, 個｜个; business  / CL: 筆｜笔; property  / assets  / estate  / CL: 筆｜笔; interest (on a loan)  / CL: 筆｜笔; (business) transaction  / business deal  / CL: 筆｜笔; heritage  / legacy  / inheritance  / bequest  / CL: 筆｜笔; funds  / expenditure  / CL: 筆｜笔; expenditures  / expenses  / CL: 筆｜笔,  項｜项 / to spend money  / (coll.) to pay wages; pen  / pencil  / writing brush  / to write or compose  / the strokes of Chinese characters  / classifier for sums of money, deals  / CL: 支, 枝; cost  / expenditure  / expense  / CL: 筆｜笔, 個｜个; a loan  / CL: 筆｜笔 / to provide a loan (e.g. bank)  / to raise a loan (from e.g. a bank); section  / paragraph  / funds  / CL: 筆｜笔, 個｜个 / classifier for versions or models (of a product); account  / bill  / debt  / CL: 本, 筆｜笔; debt  / CL: 筆｜笔; huge sum of money  / CL: 筆｜笔; Four Treasures of the Study, namely 筆｜笔, 墨, 紙｜纸 and 硯｜砚 / the essentials of calligraphy and scholarship (idiom); author's remuneration  / CL: 筆｜笔; annal  / historical record  / CL: 筆｜笔; a sum of money  / CL: 筆｜笔; scholarship  / CL: 筆｜笔; dowry  / CL: 份, 筆｜笔	HSK5 missing words
同性恋	同性戀	tóngxìngliàn	Homosexuality	同性恋: homosexuality  / gay person  / gay love	HSK5 missing words
好运	好運	hǎoyùn	good luck	好运: good luck	HSK5 missing words
面前	面前	miànqián	before	面前: in front of  / facing  / (in the) presence (of)	HSK5 missing words
街	街	jiē	Town	街: street  / CL: 條｜条	HSK5 missing words
区	區	qū	Area	区: surname Ou; area  / region  / district  / small  / distinguish  / CL: 個｜个; geographical location  / (computing) row-cell (i.e. the row 區｜区 and cell 位 used to specify a character in a CJK character set); "right open box" radical (Kangxi radical 22), occurring in 区, 医, 匹 etc	HSK5 missing words
剩下	剩下	shèngxià	remain	剩下: to remain  / left over	HSK5 missing words
杀死	殺死	shāsǐ	Kill	杀死: to kill	HSK5 missing words
其	其	qí	That	其: his  / her  / its  / their  / that  / such  / it (refers to sth preceding it); archaic variant of 其	HSK5 missing words
杀人	殺人	shārén	kill	杀人: homicide  / to murder  / to kill (a person)	HSK5 missing words
主	主	zhǔ	host	主: owner  / master  / host  / individual or party concerned  / God  / Lord  / main  / to indicate or signify  / trump card (in card games)	HSK5 missing words
警官	警官	jǐngguān	police officer	警官: constable  / police officer	HSK5 missing words
自杀	自殺	zìshā	suicide	自杀: to kill oneself  / to commit suicide  / to attempt suicide	HSK5 missing words
同样	同樣	tóngyàng	same	同样: same  / equal  / equivalent	HSK5 missing words
岛	島	dǎo	island	岛: variant of 島｜岛; island  / CL: 個｜个, 座; variant of 島｜岛, island  / used as second component of Japanese names with phonetic value -shima or -jima; variant of 島｜岛, island  / used in Japanese names with reading -shima or -jima	HSK5 missing words
足够	足夠	zúgòu	enough	足够: enough  / sufficient	HSK5 missing words
鸡	雞	jī	chicken	鸡: fowl  / chicken  / CL: 隻｜只 / (slang) prostitute; variant of 雞｜鸡; Japanese variant of 雞｜鸡	HSK5 missing words
养	養	yǎng	keep	养: to raise (animals)  / to bring up (children)  / to keep (pets)  / to support  / to give birth; old variant of 養｜养	HSK5 missing words
之一	之一	zhīyī	one	之一: one of (sth)  / one out of a multitude  / one (third, quarter, percent etc)	HSK5 missing words
因	因	yīn	because	因: old variant of 因; cause  / reason  / because	HSK5 missing words
约	約	yuē	about	约: to weigh in a balance or on a scale; to make an appointment  / to invite  / approximately  / pact  / treaty  / to economize  / to restrict  / to reduce (a fraction)  / concise	HSK5 missing words
家人	家人	jiārén	family	家人: household  / (one's) family	HSK5 missing words
烧	燒	shāo	burn	烧: to burn  / to cook  / to stew  / to bake  / to roast  / to heat  / to boil (tea, water etc)  / fever  / to run a temperature  / (coll.) to let things go to one's head; old variant of 燒｜烧	HSK5 missing words
停止	停止	tíngzhǐ	stop	停止: to stop  / to halt  / to cease	HSK5 missing words
清	清	qīng	clear	清: Qing (Wade-Giles: Ch'ing) dynasty of imperial China (1644-1911)  / surname Qing; clear  / distinct  / quiet  / just and honest  / pure  / to settle or clear up  / to clean up or purge; the initial consonant of a Chinese syllable  / the phonetic component of a phono-semantic compound character (e.g. the component 青 in 清); official robe worn by ministers during the Ming 明 (1368-1644) and Qing 清 (1644-1911) dynasties; variant of 清; phonetic component of a Chinese character (e.g. the component 青 in 清)	HSK5 missing words
婊子	婊子	biǎozi	Bitch	婊子: prostitute  / whore	HSK5 missing words
演	演	yǎn	play	演: to develop  / to evolve  / to practice  / to perform  / to play  / to act	HSK5 missing words
最终	最終	zuìzhōng	finally	最终: final  / ultimate	HSK5 missing words
大人	大人	dàrén	adult	大人: adult  / grownup  / title of respect toward superiors	HSK5 missing words
罪	罪	zuì	crime	罪: guilt  / crime  / fault  / blame  / sin; variant of 罪, crime	HSK5 missing words
女朋友	女朋友	nǚpéngyou	girlfriend	女朋友: girlfriend	HSK5 missing words
躲	躲	duǒ	hide	躲: to hide  / to dodge  / to avoid	HSK5 missing words
为何	為何	wèihé	Why	为何: why	HSK5 missing words
要么	要么	yàome	Either	要么: or  / either one or the other; variant of 要麼｜要么	HSK5 missing words
逼	逼	bī	force	逼: variant of 逼 / to compel  / to pressure; to force (sb to do sth)  / to compel  / to press for  / to extort  / to press on towards  / to press up to  / to close in on  / euphemistic variant of 屄	HSK5 missing words
轮	輪	lún	wheel	轮: moon  / month  / monthly  / CL: 個｜个, 輪｜轮; bright moon  / refers to 夜明珠, a legendary pearl that can glow in the dark  / CL: 輪｜轮; wheel  / disk  / ring  / steamship  / to take turns  / to rotate  / by turn  / classifier for big round objects: disk, or recurring events: round, turn	HSK5 missing words
通	通	tōng	Pass	通: to inform  / to report  / to make known  / report  / speech  / talk  / lecture  / CL: 篇, 份, 個｜个, 通; to scold  / to abuse  / to curse  / CL: 通, 頓｜顿; impressions  / reflections  / thoughts  / CL: 通, 個｜个; telephone  / CL: 部 / phone call  / CL: 通 / phone number; to go through  / to know well  / (suffix) expert  / to connect  / to communicate  / open  / to clear  / classifier for letters, telegrams, phone calls etc; classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc); drum  / CL: 通, 面 / to drum  / to strike  / to rouse  / to bulge  / to swell	HSK5 missing words
蛋	蛋	dàn	Egg	蛋: variant of 蜑; egg  / CL: 個｜个, 打 / oval-shaped thing	HSK5 missing words
入	入	rù	enter	入: to enter  / to go into  / to join  / to become a member of  / to confirm or agree with  / abbr. for 入聲｜入声	HSK5 missing words
洛杉矶	洛杉磯	luòshānjī	Los Angeles	洛杉矶: Los Angeles, California	HSK5 missing words
杀手	殺手	shāshǒu	Killer	杀手: killer  / murderer  / hit man  / (sports) formidable player	HSK5 missing words
封	封	fēng	seal up	封: letter  / mail  / CL: 封 / to trust  / to believe  / to profess faith in  / truthful  / confidence  / trust  / at will  / at random; surname Feng; to confer  / to grant  / to bestow a title  / to seal  / classifier for sealed objects, esp. letters; email  / CL: 封, 份; telegram  / cable  / telegraph  / CL: 封, 份; to reply  / to write back  / letter written in reply  / CL: 封; invitation letter  / CL: 封	HSK5 missing words
证人	證人	zhèngrén	witness	证人: witness	HSK5 missing words
射	射	shè	shoot	射: old variant of 射; to shoot  / to launch  / to allude to  / radio- (chemistry); the Confucian Six Arts, namely: rites or etiquette 禮｜礼 (禮儀｜礼仪), music 樂｜乐 (音樂｜音乐), archery 射 (射箭), charioteering 御 (駕車｜驾车), calligraphy or literacy 書｜书 (識字｜识字), mathematics or reckoning 數｜数 (計算｜计算)  / another name for the Six Classics 六經｜六经	HSK5 missing words
蠢	蠢	chǔn	stupid	蠢: variant of 蠢 / stupid; stupid  / sluggish  / clumsy  / to wiggle (of worms)  / to move in a disorderly fashion	HSK5 missing words
未	未	wèi	not yet	未: not yet  / did not  / have not  / not  / 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep  / ancient Chinese compass point: 210°; the 12 earthly branches 子, 丑, 寅, 卯, 辰, 巳, 午, 未, 申, 酉, 戌, 亥, used cyclically in the calendar and as ordinal numbers I, II etc; the 12 earthly branches 子, 丑, 寅, 卯, 辰, 巳, 午, 未, 申, 酉, 戌, 亥 (used cyclically in the calendar and as ordinal numbers); the 12 earthly branches 子, 丑, 寅, 卯, 辰, 巳, 午, 未, 申, 酉, 戌, 亥 (used cyclically in the calendar and as ordinal number)	HSK5 missing words
德	德	dé	Virtue	德: Germany  / German  / abbr. for 德國｜德国; virtue  / goodness  / morality  / ethics  / kindness  / favor  / character  / kind; variant of 德; variant of 德; Japanese variant of 德; Confucian moral injunctions for women, namely: obey in turn three men father, husband and son, plus the four virtues of morality 德, physical charm 容, propriety in speech 言 and efficiency in needlework 功; Cervantes  / abbr. for 米格爾·德·塞萬提斯·薩維德拉｜米格尔·德·塞万提斯·萨维德拉; variant of 德; four Confucian injunctions 孝悌忠信 (for men), namely: piety 孝 to one's parents, respect 悌 to one's older brother, loyalty 忠 to one's monarch, faith 信 to one's male friends  / the four Confucian virtues for women of morality 德, physical charm 容, propriety in speech 言 and efficiency in needlework 功	HSK5 missing words
达	達	dá	Reach	达: surname Da; to attain  / to reach  / to amount to  / to communicate  / eminent; arrive at  / reach  / intelligent  / variant of 達｜达; to stumble  / to slip  / variant of 達｜达; see 達·芬奇｜达·芬奇	HSK5 missing words
钟	鐘	zhōng	bell	钟: surname Zhong; handleless cup  / goblet  / to concentrate  / variant of 鐘｜钟; clock  / o'clock  / time as measured in hours and minutes  / bell  / CL: 架, 座; variant of 鍾｜钟	HSK5 missing words
垃圾	垃圾	lājī	Rubbish	垃圾: trash  / refuse  / garbage  / (coll.) of poor quality  / Taiwan pr. [le4 se4]; used in 垃圾 / Taiwan pr. [se4]; used in 垃圾 / Taiwan pr. [le4]; variant of 垃圾 / trash  / refuse  / garbage  / Taiwan pr. [le4 se4]; spicy chicken  / (Internet slang) garbage (pun on 垃圾)	HSK5 missing words
男朋友	男朋友	nánpéngyou	Boy friend	男朋友: boyfriend	HSK5 missing words
肉	肉	ròu	meat	肉: meat  / flesh  / pulp (of a fruit)  / (coll.) (of a fruit) squashy  / (of a person) flabby  / irresolute  / Kangxi radical 130; old variant of 肉	HSK5 missing words
测试	測試	cèshì	test	测试: to test (machinery etc)  / to test (students)  / test  / quiz  / exam  / beta (software)	HSK5 missing words
金	金	jīn	Money	金: surname Jin  / surname Kim (Korean)  / Jurchen Jin dynasty (1115-1234); gold  / chemical element Au  / generic term for lustrous and ductile metals  / money  / golden  / highly respected  / one of the eight categories of ancient musical instruments 八音; five phases of Chinese philosophy: wood 木, fire 火, earth 土, metal 金, water 水; five constant virtues of Confucianism, namely: benevolence 仁, righteousness 義｜义, propriety 禮｜礼, wisdom 智 and fidelity 信 / five cardinal relationships of Confucianism (between ruler and subject, father and son, husband and wife, brothers, friends)  / five phases of Chinese philosophy: water 水, fire 火, wood 木, metal 金, earth 土; ancient classification system for musical instruments, based on the material of which the instrument is made (metal 金, stone 石, clay 土, leather 革, silk 絲｜丝, wood 木, gourd 匏, bamboo 竹)  / the eight kinds of sound produced by instruments in these categories  / music	HSK5 missing words
有时候	有時候	yǒushíhou	sometimes	有时候: sometimes	HSK5 missing words
城	城	chéng	city	城: city walls  / city  / town  / CL: 座, 道, 個｜个	HSK5 missing words
晚餐	晚餐	wǎncān	dinner	晚餐: evening meal  / dinner  / CL: 份, 頓｜顿, 次	HSK5 missing words
脑子	腦子	nǎozi	Brain	脑子: brains  / mind  / CL: 個｜个	HSK5 missing words
见鬼	見鬼	jiànguǐ	Ghost	见鬼: absurd  / strange  / (interj.) curse it!  / to hell with it!	HSK5 missing words
秀	秀	xiù	show	秀: handsome  / refined  / elegant  / graceful  / superior  / show (loanword)  / CL: 場｜场 / (literary) to grow  / to bloom  / (of crops) to produce ears	HSK5 missing words
服务	服務	fúwù	Serve	服务: to serve  / service  / CL: 項｜项	HSK5 missing words
汽车	汽車	qìchē	car	汽车: car  / automobile  / bus  / CL: 輛｜辆	HSK5 missing words
单	單	dān	one	单: surname Shan; bill  / list  / form  / single  / only  / sole  / odd number  / CL: 個｜个; Japanese variant of 單｜单	HSK5 missing words
哥们	哥們	gēmen	Buddy	哥们: Brothers!  / brethren  / dude (colloquial)  / brother (diminutive form of address between males); erhua variant of 哥們｜哥们	HSK5 missing words
英国	英國	yīngguó	U.K.	英国: United Kingdom  / British  / England  / English  / abbr. for 英國｜英国; United Kingdom 聯合王國｜联合王国 / United Kingdom of Great Britain and Northern Ireland  / abbr. for England 英格蘭｜英格兰	HSK5 missing words
笨蛋	笨蛋	bèndàn	Fool	笨蛋: fool  / idiot	HSK5 missing words
投	投	tóu	cast	投: to cast  / to send  / to throw oneself (into the river etc)  / to seek refuge  / to place oneself into the hands of	HSK5 missing words
玩意	玩意	wányì	Gesture	玩意: erhua variant of 玩意; toy  / plaything  / thing  / act  / trick (in a performance, stage show, acrobatics etc); variant of 玩意	HSK5 missing words
及	及	jí	and	及: and  / to reach  / up to  / in time for	HSK5 missing words
屁	屁	pì	fart	屁: fart  / flatulence  / nonsense  / (usu. in the negative) what  / (not) a damn thing	HSK5 missing words
法庭	法庭	fǎtíng	court	法庭: court of law	HSK5 missing words
